steamid,personaname
76561197960561328,disturbed12521
76561197960561340,*[BD]*Annihilator2
76561197960561362,*nSD| ps
76561197960561435,Super Mario Van Peebles
76561197960561471,[U][A]-Morg
76561197960561482,blinkndye
76561197960561509,RADICTIONRJ
76561197960561514,chefflez
76561197960561520,ordinarY
76561197960561539,Tahoe
76561197960561543,tyler
76561197960561589,GentleGdawg
76561197960561611,StrandgecK
76561197960561638,RaiN
76561197960561644,Lodar
76561197960561647,DeathAngel.HN
76561197960561651,provoKe
76561197960561696,[Râ™¥g Tâ™¥g]
76561197960561781,Don't forget to pack your angry
76561197960561822,nop
76561197960561833,radioactiveToys
76561197960561862,=WMW=M.D.Luffy
76561197960561869,KungFuMaster
76561197960561905,Disway
76561197960561937,Cicero
76561197960561949,slim
76561197960561950,SopieMunky
76561197960561965,NoWay
76561197960561988,drakky
76561197960561998,-default
76561197960562002,tip
76561197960562009,Sweetie Bot
76561197960562013,Doomborn
76561197960562029,Cindrox
76561197960562052,Bojangles
76561197960562090,boogs
76561197960562107,Mr. Bill
76561197960562128,Arsenic
76561197960562149,atom
76561197960562183,IronMike
76561197960562226,nomad
76561197960562232,Dr_Infecto[AOF]
76561197960562247,unseen
76561197960562264,RunFish
76561197960562280,{FLM}Delon
76561197960562298,LOUSY
76561197960562305,Endactam
76561197960562306,corona
76561197960562356,Dr. Doink
76561197960562359,Mitz
76561197960562371,Deftone [OCAU]
76561197960562388,Peace Keeper
76561197960562425,Lmn
76561197960562461,cKy
76561197960562475,[WP] kchEv_^
76561197960562487,=B52F=|Silverado
76561197960562501,Tab
76561197960562513,Varsh11384
76561197960562528,Ooblies
76561197960562537,wtf12113
76561197960562539,Cral
76561197960562541,[C] Croix
76561197960562577,Madskillz <music>
76561197960562587,Scavengrove
76561197960562600,Goronmon
76561197960562628,KamiWOW
76561197960562641,bigern
76561197960562656,=-[kI]-=ORANGEKIDc[_]`
76561197960562664,so_eviL
76561197960562669,Savan
76561197960562694,WarMoth
76561197960562719,Jethro-TPF-*LoF*
76561197960562720,Obituary
76561197960562737,[rEd]Orichalcon
76561197960562752,aeonlove
76561197960562757,Czarrrr
76561197960562870,Topper
76561197960562950,macgyver
76561197960562962,chest3r
76561197960562991,âžÛ©2centHoE]I[Û©âž
76561197960563082,DaRoDi
76561197960563114,RandySlim
76561197960563135,EsKay_Alsatian
76561197960563146,amb1tion`
76561197960563178,Ã„nglamakare
76561197960563180,Mike Ehrmantraut
76561197960563182,MonkeyIsland
76561197960563232,::VTRX:: Brokenape
76561197960563258,pudgy
76561197960563269,Arghun
76561197960563323,I OverLord I
76561197960563350,Lz.z
76561197960563363,(Pimp Daddy)Stiffler
76561197960563369,watsonbp
76561197960563437,Antonio Deglardo 13/37
76561197960563443,eltond
76561197960563480,It That Lives: It Goes West
76561197960563507,CypheR
76561197960563532,Finol
76561197960563558,Ron Swanson
76561197960563606,RAWR :3 Goldfoxie!
76561197960563631,SoCo TACO
76561197960563654,License To Grill
76561197960563761,White&White
76561197960563782,AfroDude
76561197960563789,Chickun
76561197960563807,RandomGuy
76561197960563815,RetardHelper
76561197960563853,KyezieBRAH;
76561197960563862,Monochromatic
76561197960563864,herbal
76561197960563867,ronnoCS
76561197960563882,FuriousJodo
76561197960563884,w00f w00f w00f!
76561197960563907,Swarmer
76561197960563913,tturney
76561197960563916,Ice
76561197960563922,cH4oT Mach1--Andy
76561197960563931,t3k
76561197960563935,slimclaxton
76561197960563941,Knightshadow
76561197960563988,PUKE
76561197960563993,ruler
76561197960564000,Mr X
76561197960564111,Ugly
76561197960564118,Picsou
76561197960564124,FUCK YOU
76561197960564160,Dakroll
76561197960564175,Morthul
76561197960564189,elvis
76561197960564202,Herzeleid
76561197960564227,=coryvstheworld=
76561197960564257,=(e)=â„¢ Phaethon
76561197960564268,Nurdk
76561197960564272,team-east | Michael.N
76561197960564273,Adroit
76561197960564274,Villan
76561197960564331,fitz
76561197960564364,infiniteloop<SF>
76561197960564386,LOLOLOLOLOLOLOLOL
76561197960564439,RockHardly
76561197960564447,elementcbr
76561197960564463,tammo
76561197960564494,Hue Jorgen
76561197960564496,[v@let] C!vic
76561197960564497,bridge 9
76561197960564528,Big_fork
76561197960564542,howitzer
76561197960564557,PeeWee
76561197960564587,Hippee
76561197960564592,tsx
76561197960564602,nt. megarambo
76561197960564637,00987
76561197960564673,[CS] Scope
76561197960564674,Hobo w/a Shotgun
76561197960564678,[TEAMPYRO]Gammadust
76561197960564720,Mace
76561197960564745,Andain
76561197960564799,[RN] cr1msone [Line of Eld]
76561197960564848,CHAPMAN
76561197960564873,Pale Rider
76561197960564904,Holemcross
76561197960564912,RyRy
76561197960564976,superchunk
76561197960565004,^9Aes^1yr/^3 I M Weasel
76561197960565009,MaPuXyaHa
76561197960565030,ep1[recondite]
76561197960565052,Flik-TF
76561197960565102,spudboy1234
76561197960565104,Axe Beard Hammer Dick
76561197960565109,CDay
76561197960565120,zim
76561197960565138,CtrlAltStfu
76561197960565146,EyesOnly760
76561197960565155,Funky_Bunch
76561197960565179,BarMan
76561197960565198,DarK
76561197960565211,Bujo
76561197960565235,Ù¡Ø¹ LukkulÃ¡ki
76561197960565242,Shadowremedy
76561197960565256,hanfling
76561197960565271,flycrusher
76561197960565272,CsoriF@cE
76561197960565275,puffader
76561197960565286,Noodles
76561197960565334,lexa[r]
76561197960565345,Famous John Stamos
76561197960565362,JHunz
76561197960565399,Barret80
76561197960565401,altsu
76561197960565434,<(^.^)7 / kodachi / Mog
76561197960565438,Â§ tr1k
76561197960565455,GateWayTH
76561197960565619,magemashurrr
76561197960565640,Optimus
76561197960565651,Noobsicle
76561197960565737,LeviathaN
76561197960565766,Rowch
76561197960565798,Krunkshank
76561197960565809,nastra <3 jusjus
76561197960565812,Urben9
76561197960565871,[TTU]homestroke
76561197960565876,PiNTiYiTAaAaA
76561197960565883,bow
76561197960565954,GET TO DA CHOPPA!!!
76561197960566009,kylsmi24
76561197960566018,Maxrunner
76561197960566021,j00
76561197960566038,Hawk
76561197960566074,Tak
76561197960566088,Xeethrax
76561197960566117,GsxrJason
76561197960566128,quod
76561197960566151,Rammstein
76561197960566229,Shadow Link
76561197960566239,Tiro
76561197960566247,TIME OF DYING
76561197960566258,koolaid
76561197960566262,Gimp
76561197960566263,wutever
76561197960566283,Wil Brimley
76561197960566305,Random
76561197960566311,Poopsie
76561197960566350,iCeReal
76561197960566438,Mistrial
76561197960566492,Kma â™¥ Skn
76561197960566509,zhaonan1123
76561197960566560,pcachuettes
76561197960566562,snuggles
76561197960566569,Raptor
76561197960566650,4kr0m4
76561197960566671,NotJayKay
76561197960566673,MagicArc
76561197960566676,FroZeN
76561197960566684,simp1e
76561197960566721,kreZ
76561197960566731,Phuzzy The Honkmasta
76561197960566773,Viperidae
76561197960566835,Guf
76561197960566844,Testoman
76561197960566868,Smoky McPot
76561197960566904,[FS]Rebel
76561197960566930,nick
76561197960566937,nerO^
76561197960567007,chea
76561197960567048,theGREENJUICE
76561197960567096,Penzer
76561197960567134,Paladin252
76561197960567154,saihoalex
76561197960567178,<@>shock0r
76561197960567195,HairStripe
76561197960567215,â€º [PLUR] |Rising Star*| |Mi6|
76561197960567241,WINO
76561197960567269,oblivioninuyasha
76561197960567285,bobdoletha1
76561197960567294,ihira
76561197960567301,Logikalfury
76561197960567340,TooLate
76561197960567362,Dom
76561197960567452,computerwiz_15
76561197960567472,Bng
76561197960567555,Bailz66
76561197960567560,G0mezL0ve
76561197960567564,pistol_whippin:agatha forever!
76561197960567590,Jolly
76561197960567625,Combat Hippo
76561197960567647,fahque
76561197960567685,"BUTT, ASS, MAAAAAAAAAAAAAAAAAAAN"
76561197960567690,SickSoss.
76561197960567705,WalKinG TarGeT
76561197960567710,[ZE] Cpl. GotMilk (Free Dota 2)
76561197960567731,RITALIN
76561197960567769,Wake
76561197960567771,gusto20
76561197960567772,MiZa
76561197960567777,Superbious
76561197960567815,Ingenol
76561197960567819,phillymaverick
76561197960567832,Vaudou
76561197960567853,thebeephaha
76561197960567861,Vellamo
76561197960567866,Spawn
76561197960567874,(looking)cyclone
76561197960567913,Genocide
76561197960567942,Chal
76561197960567985,conTra ' '
76561197960568050,Norsu
76561197960568063,[FMJ]HaZard[F8S]
76561197960568149,Pwnis
76561197960568280,Sneaky Dan
76561197960568285,*aFc* JDogg
76561197960568294,[ÃÃ˜Ã‡] So High I Can Fly
76561197960568295,bql'A
76561197960568299,c1n
76561197960568302,Mischief
76561197960568367,Lacuta
76561197960568401,sah
76561197960568406,ieatyochicken
76561197960568425,Mr. Sock
76561197960568464,Iroh
76561197960568491,p_terrenzio
76561197960568500,Slappy Johnson
76561197960568515,B|ade
76561197960568535,EskimoQuinn
76561197960568541,doc . legacy
76561197960568574,recnala
76561197960568618,goku
76561197960568621,QFT
76561197960568650,Feudal
76561197960568661,Nephariouz
76561197960568722,x0rk
76561197960568753,CÃ ptaiÃ± AhÃ B
76561197960568755,elusive
76561197960568788,noel <boo>
76561197960568795,Chaiyaahhhh` [=  2-Fly
76561197960568838,-=|BR|=-Mr.Bill
76561197960568843,205 ! motionlotion
76561197960568847,[TW]Yoshiro
76561197960568853,Spif
76561197960568875,PANDOR
76561197960568882,ssbob98
76561197960568908,AssPooMan
76561197960568909,Daktylo
76561197960569031,RushSoN
76561197960569045,k4nx
76561197960569051,RiceEatin2010GT
76561197960569062,dark
76561197960569066,Duel me you newbies
76561197960569151,Jokkon
76561197960569250,Kii ^_^
76561197960569254,-=Riverboy=-[TW]
76561197960569262,neB
76561197960569276,skian
76561197960569375,MulTiBeaSt^ {DB}
76561197960569412,BaoHere
76561197960569415,sneak.source
76561197960569433,TatorTot
76561197960569456,taco.combat.wombat
76561197960569466,Ghost
76561197960569516,Based God
76561197960569573,Scelero
76561197960569591,Kartoon
76561197960569615,aKuMa < hA~dOkeN ! >
76561197960569620,|Tequila!|Snowfirealpha
76561197960569647,Duckem
76561197960569654,Junte
76561197960569679,Kevlar Gorilla
76561197960569707,Sabishii Kouen
76561197960569734,romaN
76561197960569740,fungahh
76561197960569758,dxtr
76561197960569767,Duke of Orange
76561197960569779,Seake
76561197960569792,marmite
76561197960569830,TheBrettster
76561197960569840,UzaiR - Imperialqt
76561197960569870,Ki||Order
76561197960569882,Jin
76561197960569902,Mogador
76561197960569949,Noodlesoup
76561197960569955,neil
76561197960569995,SilverNoiseZero
76561197960570027,[SoM]EMOkiller
76561197960570045,JamTheMan
76561197960570049,Zepar
76561197960570105,ashenfenix
76561197960570115,lex
76561197960570214,Manche
76561197960570255,Calis
76561197960570259,Neutronic
76561197960570264,DarkPlasma
76561197960570337,Siderius
76561197960570351,cumslam
76561197960570375,wombat ãƒ„
76561197960570396,pseiko
76561197960570403,sKyLiNe
76561197960570406,Jay78
76561197960570407,Verum
76561197960570409,Sketch45
76561197960570432,Josey Wales
76561197960570447,Michi
76561197960570465,VNK
76561197960570508,wrongway
76561197960570521,Kitkoute
76561197960570525,niXon
76561197960570530,Na[Y]deN
76561197960570551,Matt54987
76561197960570552,Memoras
76561197960570553,rv6tnt1
76561197960570613,anders.jenbo
76561197960570618,xDUMPWEEDx
76561197960570674,Miniboz
76561197960570686,NOJ
76561197960570702,[IRS] Purest
76561197960570776,mee-how!
76561197960570780,Fredde
76561197960570823,whysOseRious
76561197960570844,Foocha
76561197960570958,pAsH'
76561197960570965,key0
76561197960570981,warfish
76561197960571010,WaNtOnSoUp
76561197960571032,l'appel du vide
76561197960571039,ï¼ƒLua 99. Hyacinth_kr
76561197960571041,Arcas
76561197960571057,Captain Rapeface
76561197960571064,kerim kJ
76561197960571070,-/AUS/- Battlegorge
76561197960571102,The Erwin
76561197960571116,isitchris
76561197960571123,chad^
76561197960571139,BKJensen
76561197960571178,Flyffy McFurryBoots
76561197960571182,Waverider
76561197960571185,racerunner
76561197960571202,tyrone[a0s]
76561197960571267,Jspr!
76561197960571275,Bewbies
76561197960571317,: Requiem :
76561197960571329,Xort
76561197960571402,ercsquad
76561197960571404,cienFuchs
76561197960571448,BUNKER BERLIN
76561197960571457,LongHair
76561197960571487,Da Ferret
76561197960571493,DysPatch
76561197960571623,XBurritoXLogicX
76561197960571629,Attackr00t
76561197960571675,Mega Ham Cake
76561197960571678,Ky-Myst
76561197960571703,.:TDTF:. client stoner
76561197960571717,PooLatka
76561197960571720,McDunkin
76561197960571832,^8|^1A^8wesome^8|^1S^8arah
76561197960571860,Overkill
76561197960571924,Wandral
76561197960571929,Thrak
76561197960571948,HumpaLoC
76561197960571994,bosslandx
76561197960572023,Terrorfish
76561197960572031,-]HFF[-SleepWalker
76561197960572043,Shadowxaf
76561197960572045,Wuffie
76561197960572065,ziToxaS
76561197960572109,Mr_Distraction
76561197960572117,Paragon lvl 0
76561197960572120,nubitup
76561197960572160,WizKhalifa
76561197960572172,Wertdagf
76561197960572178,Pillerio
76561197960572213,hasse_165
76561197960572230,snookz
76561197960572302,{W`C} Calvino
76561197960572327,PovRayMan
76561197960572373,h4rl0ck
76561197960572396,tep0sen
76561197960572410,Scroto Baggins
76561197960572468,Oesor
76561197960572483,Player_
76561197960572484,[CRB] Omen
76561197960572495,Rose
76561197960572534,Stevo11101
76561197960572549,Suddehs
76561197960572592,Snak
76561197960572641,Kibbe
76561197960572654,[RAR]Evilyeti
76561197960572675,boomSling
76561197960572794,â€¢Choup_^*
76561197960572815,Lord Byron DeGroot
76561197960572822,Adma
76561197960572837,cubiicubiii
76561197960572838,code
76561197960572844,SHAGGY
76561197960572855,{CU} iddqd
76561197960572909,Xynic
76561197960572912,?æŸ´
76561197960572920,RedStorm
76561197960572966,The Nev
76561197960572992,M@rk
76561197960572997,usrusr
76561197960573000,Melki
76561197960573031,thirti
76561197960573043,s3tTz
76561197960573062,dark
76561197960573107,[CH]-B-ChaosAlien
76561197960573113,Zly porucznik ED
76561197960573166,skorel
76561197960573193,tail
76561197960573201,[Rahjat]Svamppii
76561197960573221,jet
76561197960573229,[Peppe]
76561197960573242,[RH]Earl
76561197960573247,eVo
76561197960573289,Freelook
76561197960573299,klepa
76561197960573306,Unholysaint
76561197960573326,[$bKcM$] JuicyJuice
76561197960573365,[SDS]Garry
76561197960573426,Uuudar
76561197960573473,iNiQu1TY
76561197960573571,Zmog
76561197960573583,^?ML_Paladin888
76561197960573606,^2[Zvau]^0Cricek
76561197960573614,davin
76561197960573633,wartime
76561197960573647,Spriggy
76561197960573648,kikle
76561197960573736,[o]Cencus Taker
76561197960573802,BaCa
76561197960573850,: Ò‰ Hates Puppies
76561197960573901,Item!
76561197960573980,downfromhere87
76561197960573991,Selcouth
76561197960574020,*^GLAY^*
76561197960574021,Nikola Tesla
76561197960574046,*JB*Potter
76561197960574079,exi
76561197960574108,yanno
76561197960574121,Jell-o
76561197960574148,warcode
76561197960574153,Recko the Gecko.
76561197960574186,Lord_ET
76561197960574192,Axel
76561197960574213,Doctor596
76561197960574225,PBYouJellyTime
76561197960574265,{A99}CeriaL
76561197960574325,XDrAgOnS
76561197960574379,RealFugu
76561197960574403,Talenn
76561197960574450,Weapon|R
76561197960574482,chase me weeto!
76561197960574483,Â°De$ouZa
76561197960574487,Mindflow
76561197960574563,mnk
76561197960574605,Gat0rBait
76561197960574656,sarzio
76561197960574717,arcolz [mefi]
76561197960574721,sX
76561197960574725,Sir Miffins of [MID]
76561197960574789,pNdo
76561197960574841,n0rd
76561197960574906,somfan
76561197960574931,pieman_is
76561197960574942,Mikser[OwP-FF]
76561197960575003,Schakalinchen
76561197960575015,Kara
76561197960575098,NicolinoH
76561197960575103,PL!
76561197960575135,Murd
76561197960575139,I am yonce
76561197960575179,Donegali
76561197960575248,Sotanorsu
76561197960575269,borgmaster
76561197960575303,GnomishInvader
76561197960575327,Lord Bayden
76561197960575328,Kazreth
76561197960575355,Vigor
76561197960575360,Stinger
76561197960575372,Mag
76561197960575375,le FreakZ
76561197960575379,thorch
76561197960575475,dmgtry ãƒ„
76561197960575488,Skumgummi
76561197960575524,alekskun
76561197960575539,^F I L L E R^
76561197960575544,Strider
76561197960575566,MissDiva<3
76561197960575697,dogmaster
76561197960575737,BabelFish
76561197960575807,dertzi
76561197960575850,.myst^snp
76561197960575865,IdheM
76561197960575910,THOR
76561197960575921,[H]Flym@n
76561197960575927,mach1ne_c0de
76561197960575969,Supergrobi
76561197960576043,t1m
76561197960576047,flex
76561197960576146,ph0b
76561197960576242,Sharp
76561197960576340,metaldeth
76561197960576362,zeta
76561197960576382,and for my next trick
76561197960576617,Tets
76561197960576623,"""Rowbie"""
76561197960576663,Xerial
76561197960576686,MaZaa
76561197960576690,Mr. F
76561197960576710,Chocula
76561197960576760,J.J.
76561197960576779,asharon
76561197960576883,kenta[swe]
76561197960576920,InvalidCola
76561197960576941,Inferno
76561197960576950,Kr4ps
76561197960576958,Douby
76561197960576970,Snoopy_BlkEm1
76561197960577027,vertical
76561197960577053,15r0n1c
76561197960577060,Want|Some
76561197960577071,Rensole
76561197960577079,Shizuka
76561197960577102,Doc.Xorli
76561197960577135,MadMan
76561197960577175,Genjuro
76561197960577179,HapHazzard
76561197960577214,Heinko
